cohort_month,cohort_date,channel,cac,arpu,weibull_shape,weibull_scale,months_since_signup,cohort_size,active_users,retention_rate,monthly_revenue
2023-05,2023-05-31,direct,35,17,1.15,20,12,500,286,0.5736459303175653,4862
2023-05,2023-05-31,direct,35,17,1.15,20,13,500,271,0.5437167149751954,4607
2023-05,2023-05-31,direct,35,17,1.15,20,14,500,257,0.5150283481585506,4369
2023-05,2023-05-31,direct,35,17,1.15,20,15,500,243,0.48756867549926325,4131
2023-05,2023-05-31,direct,35,17,1.15,20,16,500,230,0.46131879169828777,3910
2023-05,2023-05-31,direct,35,17,1.15,20,17,500,218,0.43625455460016366,3706
2023-05,2023-05-31,direct,35,17,1.15,20,18,500,206,0.4123477894396829,3502
2023-06,2023-06-30,organic,20,15,1.3,25,0,800,800,1.0,12000
2023-06,2023-06-30,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2023-06,2023-06-30,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2023-06,2023-06-30,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2023-06,2023-06-30,organic,20,15,1.3,25,4,800,729,0.9118016569470183,10935
2023-06,2023-06-30,organic,20,15,1.3,25,5,800,707,0.8839040415281724,10605
2023-06,2023-06-30,organic,20,15,1.3,25,6,800,684,0.8552053727162591,10260
2023-06,2023-06-30,organic,20,15,1.3,25,7,800,660,0.8260337111920216,9900
2023-06,2023-06-30,organic,20,15,1.3,25,8,800,637,0.7966419032859896,9555
2023-06,2023-06-30,organic,20,15,1.3,25,9,800,613,0.7672305836554576,9195
2023-06,2023-06-30,organic,20,15,1.3,25,10,800,590,0.737961873844892,8850
2023-06,2023-06-30,organic,20,15,1.3,25,11,800,567,0.7089682127250599,8505
2023-06,2023-06-30,organic,20,15,1.3,25,12,800,544,0.6803584070749459,8160
2023-06,2023-06-30,organic,20,15,1.3,25,13,800,521,0.652221983898605,7815
2023-06,2023-06-30,organic,20,15,1.3,25,14,800,499,0.6246324474034769,7485
2023-06,2023-06-30,organic,20,15,1.3,25,15,800,478,0.597649797033128,7170
2023-06,2023-06-30,organic,20,15,1.3,25,16,800,457,0.5713225275988293,6855
2023-06,2023-06-30,organic,20,15,1.3,25,17,800,436,0.5456892542537867,6540
2023-06,2023-06-30,referral,25,14,1.25,23,0,400,400,1.0,5600
2023-06,2023-06-30,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2023-06,2023-06-30,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2023-06,2023-06-30,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2023-06,2023-06-30,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2023-06,2023-06-30,referral,25,14,1.25,23,5,400,344,0.8620512087542963,4816
2023-06,2023-06-30,referral,25,14,1.25,23,6,400,331,0.829911855789255,4634
2023-06,2023-06-30,referral,25,14,1.25,23,7,400,319,0.7976747940534463,4466
2023-06,2023-06-30,referral,25,14,1.25,23,8,400,306,0.7655829466320458,4284
2023-06,2023-06-30,referral,25,14,1.25,23,9,400,293,0.7338228244065563,4102
2023-06,2023-06-30,referral,25,14,1.25,23,10,400,281,0.7025397871236816,3934
2023-06,2023-06-30,referral,25,14,1.25,23,11,400,268,0.671847885506488,3752
2023-06,2023-06-30,referral,25,14,1.25,23,12,400,256,0.6418366055857362,3584
2023-06,2023-06-30,referral,25,14,1.25,23,13,400,245,0.6125757160080171,3430
2023-06,2023-06-30,referral,25,14,1.25,23,14,400,233,0.5841188876708063,3262
2023-06,2023-06-30,referral,25,14,1.25,23,15,400,222,0.5565064817869181,3108
2023-06,2023-06-30,referral,25,14,1.25,23,16,400,211,0.5297677525949285,2954
2023-06,2023-06-30,referral,25,14,1.25,23,17,400,201,0.5039226242318592,2814
2023-06,2023-06-30,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2023-06,2023-06-30,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2023-06,2023-06-30,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2023-06,2023-06-30,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2023-06,2023-06-30,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2023-06,2023-06-30,paid_search,45,16,0.95,15,5,600,421,0.7031705809035692,6736
2023-06,2023-06-30,paid_search,45,16,0.95,15,6,600,394,0.6578672643021969,6304
2023-06,2023-06-30,paid_search,45,16,0.95,15,7,600,369,0.6158245894663834,5904
2023-06,2023-06-30,paid_search,45,16,0.95,15,8,600,346,0.5767407355598912,5536
2023-06,2023-06-30,paid_search,45,16,0.95,15,9,600,324,0.5403586718815673,5184
2023-06,2023-06-30,paid_search,45,16,0.95,15,10,600,303,0.5064548489863798,4848
2023-06,2023-06-30,paid_search,45,16,0.95,15,11,600,284,0.4748319542638354,4544
2023-06,2023-06-30,paid_search,45,16,0.95,15,12,600,267,0.44531395852864875,4272
2023-06,2023-06-30,paid_search,45,16,0.95,15,13,600,250,0.4177425519759098,4000
2023-06,2023-06-30,paid_search,45,16,0.95,15,14,600,235,0.39197447331242724,3760
2023-06,2023-06-30,paid_search,45,16,0.95,15,15,600,220,0.36787944117144233,3520
2023-06,2023-06-30,paid_search,45,16,0.95,15,16,600,207,0.3453385081804014,3312
2023-06,2023-06-30,paid_search,45,16,0.95,15,17,600,194,0.3242427218179108,3104
2023-06,2023-06-30,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2023-06,2023-06-30,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2023-06,2023-06-30,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2023-06,2023-06-30,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2023-06,2023-06-30,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2023-06,2023-06-30,paid_social,70,15,0.8,12,5,300,182,0.6087186382203646,2730
2023-06,2023-06-30,paid_social,70,15,0.8,12,6,300,168,0.5630712089955572,2520
2023-06,2023-06-30,paid_social,70,15,0.8,12,7,300,156,0.5221863456226461,2340
2023-06,2023-06-30,paid_social,70,15,0.8,12,8,300,145,0.48530332032355306,2175
2023-06,2023-06-30,paid_social,70,15,0.8,12,9,300,135,0.451844185562732,2025
2023-06,2023-06-30,paid_social,70,15,0.8,12,10,300,126,0.42135436618470773,1890
2023-06,2023-06-30,paid_social,70,15,0.8,12,11,300,118,0.3934668878620844,1770
2023-06,2023-06-30,paid_social,70,15,0.8,12,12,300,110,0.36787944117144233,1650
2023-06,2023-06-30,paid_social,70,15,0.8,12,13,300,103,0.34433893736466686,1545
2023-06,2023-06-30,paid_social,70,15,0.8,12,14,300,96,0.3226306923914683,1440
2023-06,2023-06-30,paid_social,70,15,0.8,12,15,300,90,0.3025706047124722,1350
2023-06,2023-06-30,paid_social,70,15,0.8,12,16,300,85,0.283999344650231,1275
2023-06,2023-06-30,paid_social,70,15,0.8,12,17,300,80,0.26677793916002185,1200
2023-06,2023-06-30,direct,35,17,1.15,20,0,500,500,1.0,8500
2023-06,2023-06-30,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2023-06,2023-06-30,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2023-06,2023-06-30,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2023-06,2023-06-30,direct,35,17,1.15,20,4,500,427,0.8546160236659388,7259
2023-06,2023-06-30,direct,35,17,1.15,20,5,500,408,0.8162267366371271,6936
2023-06,2023-06-30,direct,35,17,1.15,20,6,500,389,0.7784645839057469,6613
2023-06,2023-06-30,direct,35,17,1.15,20,7,500,370,0.7415558036092865,6290
2023-06,2023-06-30,direct,35,17,1.15,20,8,500,352,0.7056517755332719,5984
2023-06,2023-06-30,direct,35,17,1.15,20,9,500,335,0.670854137466222,5695
2023-06,2023-06-30,direct,35,17,1.15,20,10,500,318,0.6372296111431401,5406
2023-06,2023-06-30,direct,35,17,1.15,20,11,500,302,0.6048194670589827,5134
2023-06,2023-06-30,direct,35,17,1.15,20,12,500,286,0.5736459303175653,4862
2023-06,2023-06-30,direct,35,17,1.15,20,13,500,271,0.5437167149751954,4607
2023-06,2023-06-30,direct,35,17,1.15,20,14,500,257,0.5150283481585506,4369
2023-06,2023-06-30,direct,35,17,1.15,20,15,500,243,0.48756867549926325,4131
2023-06,2023-06-30,direct,35,17,1.15,20,16,500,230,0.46131879169828777,3910
2023-06,2023-06-30,direct,35,17,1.15,20,17,500,218,0.43625455460016366,3706
2023-07,2023-07-30,organic,20,15,1.3,25,0,800,800,1.0,12000
2023-07,2023-07-30,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2023-07,2023-07-30,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2023-07,2023-07-30,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2023-07,2023-07-30,organic,20,15,1.3,25,4,800,729,0.9118016569470183,10935
2023-07,2023-07-30,organic,20,15,1.3,25,5,800,707,0.8839040415281724,10605
2023-07,2023-07-30,organic,20,15,1.3,25,6,800,684,0.8552053727162591,10260
2023-07,2023-07-30,organic,20,15,1.3,25,7,800,660,0.8260337111920216,9900
2023-07,2023-07-30,organic,20,15,1.3,25,8,800,637,0.7966419032859896,9555
2023-07,2023-07-30,organic,20,15,1.3,25,9,800,613,0.7672305836554576,9195
2023-07,2023-07-30,organic,20,15,1.3,25,10,800,590,0.737961873844892,8850
2023-07,2023-07-30,organic,20,15,1.3,25,11,800,567,0.7089682127250599,8505
2023-07,2023-07-30,organic,20,15,1.3,25,12,800,544,0.6803584070749459,8160
2023-07,2023-07-30,organic,20,15,1.3,25,13,800,521,0.652221983898605,7815
2023-07,2023-07-30,organic,20,15,1.3,25,14,800,499,0.6246324474034769,7485
2023-07,2023-07-30,organic,20,15,1.3,25,15,800,478,0.597649797033128,7170
2023-07,2023-07-30,organic,20,15,1.3,25,16,800,457,0.5713225275988293,6855
2023-07,2023-07-30,referral,25,14,1.25,23,0,400,400,1.0,5600
2023-07,2023-07-30,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2023-07,2023-07-30,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2023-07,2023-07-30,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2023-07,2023-07-30,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2023-07,2023-07-30,referral,25,14,1.25,23,5,400,344,0.8620512087542963,4816
2023-07,2023-07-30,referral,25,14,1.25,23,6,400,331,0.829911855789255,4634
2023-07,2023-07-30,referral,25,14,1.25,23,7,400,319,0.7976747940534463,4466
2023-07,2023-07-30,referral,25,14,1.25,23,8,400,306,0.7655829466320458,4284
2023-07,2023-07-30,referral,25,14,1.25,23,9,400,293,0.7338228244065563,4102
2023-07,2023-07-30,referral,25,14,1.25,23,10,400,281,0.7025397871236816,3934
2023-07,2023-07-30,referral,25,14,1.25,23,11,400,268,0.671847885506488,3752
2023-07,2023-07-30,referral,25,14,1.25,23,12,400,256,0.6418366055857362,3584
2023-07,2023-07-30,referral,25,14,1.25,23,13,400,245,0.6125757160080171,3430
2023-07,2023-07-30,referral,25,14,1.25,23,14,400,233,0.5841188876708063,3262
2023-07,2023-07-30,referral,25,14,1.25,23,15,400,222,0.5565064817869181,3108
2023-07,2023-07-30,referral,25,14,1.25,23,16,400,211,0.5297677525949285,2954
2023-07,2023-07-30,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2023-07,2023-07-30,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2023-07,2023-07-30,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2023-07,2023-07-30,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2023-07,2023-07-30,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2023-07,2023-07-30,paid_search,45,16,0.95,15,5,600,421,0.7031705809035692,6736
2023-07,2023-07-30,paid_search,45,16,0.95,15,6,600,394,0.6578672643021969,6304
2023-07,2023-07-30,paid_search,45,16,0.95,15,7,600,369,0.6158245894663834,5904
2023-07,2023-07-30,paid_search,45,16,0.95,15,8,600,346,0.5767407355598912,5536
2023-07,2023-07-30,paid_search,45,16,0.95,15,9,600,324,0.5403586718815673,5184
2023-07,2023-07-30,paid_search,45,16,0.95,15,10,600,303,0.5064548489863798,4848
2023-07,2023-07-30,paid_search,45,16,0.95,15,11,600,284,0.4748319542638354,4544
2023-07,2023-07-30,paid_search,45,16,0.95,15,12,600,267,0.44531395852864875,4272
2023-07,2023-07-30,paid_search,45,16,0.95,15,13,600,250,0.4177425519759098,4000
2023-07,2023-07-30,paid_search,45,16,0.95,15,14,600,235,0.39197447331242724,3760
2023-07,2023-07-30,paid_search,45,16,0.95,15,15,600,220,0.36787944117144233,3520
2023-07,2023-07-30,paid_search,45,16,0.95,15,16,600,207,0.3453385081804014,3312
2023-07,2023-07-30,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2023-07,2023-07-30,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2023-07,2023-07-30,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2023-07,2023-07-30,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2023-07,2023-07-30,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2023-07,2023-07-30,paid_social,70,15,0.8,12,5,300,182,0.6087186382203646,2730
2023-07,2023-07-30,paid_social,70,15,0.8,12,6,300,168,0.5630712089955572,2520
2023-07,2023-07-30,paid_social,70,15,0.8,12,7,300,156,0.5221863456226461,2340
2023-07,2023-07-30,paid_social,70,15,0.8,12,8,300,145,0.48530332032355306,2175
2023-07,2023-07-30,paid_social,70,15,0.8,12,9,300,135,0.451844185562732,2025
2023-07,2023-07-30,paid_social,70,15,0.8,12,10,300,126,0.42135436618470773,1890
2023-07,2023-07-30,paid_social,70,15,0.8,12,11,300,118,0.3934668878620844,1770
2023-07,2023-07-30,paid_social,70,15,0.8,12,12,300,110,0.36787944117144233,1650
2023-07,2023-07-30,paid_social,70,15,0.8,12,13,300,103,0.34433893736466686,1545
2023-07,2023-07-30,paid_social,70,15,0.8,12,14,300,96,0.3226306923914683,1440
2023-07,2023-07-30,paid_social,70,15,0.8,12,15,300,90,0.3025706047124722,1350
2023-07,2023-07-30,paid_social,70,15,0.8,12,16,300,85,0.283999344650231,1275
2023-07,2023-07-30,direct,35,17,1.15,20,0,500,500,1.0,8500
2023-07,2023-07-30,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2023-07,2023-07-30,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2023-07,2023-07-30,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2023-07,2023-07-30,direct,35,17,1.15,20,4,500,427,0.8546160236659388,7259
2023-07,2023-07-30,direct,35,17,1.15,20,5,500,408,0.8162267366371271,6936
2023-07,2023-07-30,direct,35,17,1.15,20,6,500,389,0.7784645839057469,6613
2023-07,2023-07-30,direct,35,17,1.15,20,7,500,370,0.7415558036092865,6290
2023-07,2023-07-30,direct,35,17,1.15,20,8,500,352,0.7056517755332719,5984
2023-07,2023-07-30,direct,35,17,1.15,20,9,500,335,0.670854137466222,5695
2023-07,2023-07-30,direct,35,17,1.15,20,10,500,318,0.6372296111431401,5406
2023-07,2023-07-30,direct,35,17,1.15,20,11,500,302,0.6048194670589827,5134
2023-07,2023-07-30,direct,35,17,1.15,20,12,500,286,0.5736459303175653,4862
2023-07,2023-07-30,direct,35,17,1.15,20,13,500,271,0.5437167149751954,4607
2023-07,2023-07-30,direct,35,17,1.15,20,14,500,257,0.5150283481585506,4369
2023-07,2023-07-30,direct,35,17,1.15,20,15,500,243,0.48756867549926325,4131
2023-07,2023-07-30,direct,35,17,1.15,20,16,500,230,0.46131879169828777,3910
2023-08,2023-08-29,organic,20,15,1.3,25,0,800,800,1.0,12000
2023-08,2023-08-29,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2023-08,2023-08-29,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2023-08,2023-08-29,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2023-08,2023-08-29,organic,20,15,1.3,25,4,800,729,0.9118016569470183,10935
2023-08,2023-08-29,organic,20,15,1.3,25,5,800,707,0.8839040415281724,10605
2023-08,2023-08-29,organic,20,15,1.3,25,6,800,684,0.8552053727162591,10260
2023-08,2023-08-29,organic,20,15,1.3,25,7,800,660,0.8260337111920216,9900
2023-08,2023-08-29,organic,20,15,1.3,25,8,800,637,0.7966419032859896,9555
2023-08,2023-08-29,organic,20,15,1.3,25,9,800,613,0.7672305836554576,9195
2023-08,2023-08-29,organic,20,15,1.3,25,10,800,590,0.737961873844892,8850
2023-08,2023-08-29,organic,20,15,1.3,25,11,800,567,0.7089682127250599,8505
2023-08,2023-08-29,organic,20,15,1.3,25,12,800,544,0.6803584070749459,8160
2023-08,2023-08-29,organic,20,15,1.3,25,13,800,521,0.652221983898605,7815
2023-08,2023-08-29,organic,20,15,1.3,25,14,800,499,0.6246324474034769,7485
2023-08,2023-08-29,organic,20,15,1.3,25,15,800,478,0.597649797033128,7170
2023-08,2023-08-29,referral,25,14,1.25,23,0,400,400,1.0,5600
2023-08,2023-08-29,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2023-08,2023-08-29,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2023-08,2023-08-29,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2023-08,2023-08-29,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2023-08,2023-08-29,referral,25,14,1.25,23,5,400,344,0.8620512087542963,4816
2023-08,2023-08-29,referral,25,14,1.25,23,6,400,331,0.829911855789255,4634
2023-08,2023-08-29,referral,25,14,1.25,23,7,400,319,0.7976747940534463,4466
2023-08,2023-08-29,referral,25,14,1.25,23,8,400,306,0.7655829466320458,4284
2023-08,2023-08-29,referral,25,14,1.25,23,9,400,293,0.7338228244065563,4102
2023-08,2023-08-29,referral,25,14,1.25,23,10,400,281,0.7025397871236816,3934
2023-08,2023-08-29,referral,25,14,1.25,23,11,400,268,0.671847885506488,3752
2023-08,2023-08-29,referral,25,14,1.25,23,12,400,256,0.6418366055857362,3584
2023-08,2023-08-29,referral,25,14,1.25,23,13,400,245,0.6125757160080171,3430
2023-08,2023-08-29,referral,25,14,1.25,23,14,400,233,0.5841188876708063,3262
2023-08,2023-08-29,referral,25,14,1.25,23,15,400,222,0.5565064817869181,3108
2023-08,2023-08-29,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2023-08,2023-08-29,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2023-08,2023-08-29,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2023-08,2023-08-29,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2023-08,2023-08-29,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2023-08,2023-08-29,paid_search,45,16,0.95,15,5,600,421,0.7031705809035692,6736
2023-08,2023-08-29,paid_search,45,16,0.95,15,6,600,394,0.6578672643021969,6304
2023-08,2023-08-29,paid_search,45,16,0.95,15,7,600,369,0.6158245894663834,5904
2023-08,2023-08-29,paid_search,45,16,0.95,15,8,600,346,0.5767407355598912,5536
2023-08,2023-08-29,paid_search,45,16,0.95,15,9,600,324,0.5403586718815673,5184
2023-08,2023-08-29,paid_search,45,16,0.95,15,10,600,303,0.5064548489863798,4848
2023-08,2023-08-29,paid_search,45,16,0.95,15,11,600,284,0.4748319542638354,4544
2023-08,2023-08-29,paid_search,45,16,0.95,15,12,600,267,0.44531395852864875,4272
2023-08,2023-08-29,paid_search,45,16,0.95,15,13,600,250,0.4177425519759098,4000
2023-08,2023-08-29,paid_search,45,16,0.95,15,14,600,235,0.39197447331242724,3760
2023-08,2023-08-29,paid_search,45,16,0.95,15,15,600,220,0.36787944117144233,3520
2023-08,2023-08-29,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2023-08,2023-08-29,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2023-08,2023-08-29,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2023-08,2023-08-29,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2023-08,2023-08-29,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2023-08,2023-08-29,paid_social,70,15,0.8,12,5,300,182,0.6087186382203646,2730
2023-08,2023-08-29,paid_social,70,15,0.8,12,6,300,168,0.5630712089955572,2520
2023-08,2023-08-29,paid_social,70,15,0.8,12,7,300,156,0.5221863456226461,2340
2023-08,2023-08-29,paid_social,70,15,0.8,12,8,300,145,0.48530332032355306,2175
2023-08,2023-08-29,paid_social,70,15,0.8,12,9,300,135,0.451844185562732,2025
2023-08,2023-08-29,paid_social,70,15,0.8,12,10,300,126,0.42135436618470773,1890
2023-08,2023-08-29,paid_social,70,15,0.8,12,11,300,118,0.3934668878620844,1770
2023-08,2023-08-29,paid_social,70,15,0.8,12,12,300,110,0.36787944117144233,1650
2023-08,2023-08-29,paid_social,70,15,0.8,12,13,300,103,0.34433893736466686,1545
2023-08,2023-08-29,paid_social,70,15,0.8,12,14,300,96,0.3226306923914683,1440
2023-08,2023-08-29,paid_social,70,15,0.8,12,15,300,90,0.3025706047124722,1350
2023-08,2023-08-29,direct,35,17,1.15,20,0,500,500,1.0,8500
2023-08,2023-08-29,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2023-08,2023-08-29,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2023-08,2023-08-29,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2023-08,2023-08-29,direct,35,17,1.15,20,4,500,427,0.8546160236659388,7259
2023-08,2023-08-29,direct,35,17,1.15,20,5,500,408,0.8162267366371271,6936
2023-08,2023-08-29,direct,35,17,1.15,20,6,500,389,0.7784645839057469,6613
2023-08,2023-08-29,direct,35,17,1.15,20,7,500,370,0.7415558036092865,6290
2023-08,2023-08-29,direct,35,17,1.15,20,8,500,352,0.7056517755332719,5984
2023-08,2023-08-29,direct,35,17,1.15,20,9,500,335,0.670854137466222,5695
2023-08,2023-08-29,direct,35,17,1.15,20,10,500,318,0.6372296111431401,5406
2023-08,2023-08-29,direct,35,17,1.15,20,11,500,302,0.6048194670589827,5134
2023-08,2023-08-29,direct,35,17,1.15,20,12,500,286,0.5736459303175653,4862
2023-08,2023-08-29,direct,35,17,1.15,20,13,500,271,0.5437167149751954,4607
2023-08,2023-08-29,direct,35,17,1.15,20,14,500,257,0.5150283481585506,4369
2023-08,2023-08-29,direct,35,17,1.15,20,15,500,243,0.48756867549926325,4131
2023-09,2023-09-28,organic,20,15,1.3,25,0,800,800,1.0,12000
2023-09,2023-09-28,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2023-09,2023-09-28,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2023-09,2023-09-28,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2023-09,2023-09-28,organic,20,15,1.3,25,4,800,729,0.9118016569470183,10935
2023-09,2023-09-28,organic,20,15,1.3,25,5,800,707,0.8839040415281724,10605
2023-09,2023-09-28,organic,20,15,1.3,25,6,800,684,0.8552053727162591,10260
2023-09,2023-09-28,organic,20,15,1.3,25,7,800,660,0.8260337111920216,9900
2023-09,2023-09-28,organic,20,15,1.3,25,8,800,637,0.7966419032859896,9555
2023-09,2023-09-28,organic,20,15,1.3,25,9,800,613,0.7672305836554576,9195
2023-09,2023-09-28,organic,20,15,1.3,25,10,800,590,0.737961873844892,8850
2023-09,2023-09-28,organic,20,15,1.3,25,11,800,567,0.7089682127250599,8505
2023-09,2023-09-28,organic,20,15,1.3,25,12,800,544,0.6803584070749459,8160
2023-09,2023-09-28,organic,20,15,1.3,25,13,800,521,0.652221983898605,7815
2023-09,2023-09-28,organic,20,15,1.3,25,14,800,499,0.6246324474034769,7485
2023-09,2023-09-28,referral,25,14,1.25,23,0,400,400,1.0,5600
2023-09,2023-09-28,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2023-09,2023-09-28,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2023-09,2023-09-28,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2023-09,2023-09-28,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2023-09,2023-09-28,referral,25,14,1.25,23,5,400,344,0.8620512087542963,4816
2023-09,2023-09-28,referral,25,14,1.25,23,6,400,331,0.829911855789255,4634
2023-09,2023-09-28,referral,25,14,1.25,23,7,400,319,0.7976747940534463,4466
2023-09,2023-09-28,referral,25,14,1.25,23,8,400,306,0.7655829466320458,4284
2023-09,2023-09-28,referral,25,14,1.25,23,9,400,293,0.7338228244065563,4102
2023-09,2023-09-28,referral,25,14,1.25,23,10,400,281,0.7025397871236816,3934
2023-09,2023-09-28,referral,25,14,1.25,23,11,400,268,0.671847885506488,3752
2023-09,2023-09-28,referral,25,14,1.25,23,12,400,256,0.6418366055857362,3584
2023-09,2023-09-28,referral,25,14,1.25,23,13,400,245,0.6125757160080171,3430
2023-09,2023-09-28,referral,25,14,1.25,23,14,400,233,0.5841188876708063,3262
2023-09,2023-09-28,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2023-09,2023-09-28,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2023-09,2023-09-28,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2023-09,2023-09-28,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2023-09,2023-09-28,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2023-09,2023-09-28,paid_search,45,16,0.95,15,5,600,421,0.7031705809035692,6736
2023-09,2023-09-28,paid_search,45,16,0.95,15,6,600,394,0.6578672643021969,6304
2023-09,2023-09-28,paid_search,45,16,0.95,15,7,600,369,0.6158245894663834,5904
2023-09,2023-09-28,paid_search,45,16,0.95,15,8,600,346,0.5767407355598912,5536
2023-09,2023-09-28,paid_search,45,16,0.95,15,9,600,324,0.5403586718815673,5184
2023-09,2023-09-28,paid_search,45,16,0.95,15,10,600,303,0.5064548489863798,4848
2023-09,2023-09-28,paid_search,45,16,0.95,15,11,600,284,0.4748319542638354,4544
2023-09,2023-09-28,paid_search,45,16,0.95,15,12,600,267,0.44531395852864875,4272
2023-09,2023-09-28,paid_search,45,16,0.95,15,13,600,250,0.4177425519759098,4000
2023-09,2023-09-28,paid_search,45,16,0.95,15,14,600,235,0.39197447331242724,3760
2023-09,2023-09-28,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2023-09,2023-09-28,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2023-09,2023-09-28,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2023-09,2023-09-28,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2023-09,2023-09-28,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2023-09,2023-09-28,paid_social,70,15,0.8,12,5,300,182,0.6087186382203646,2730
2023-09,2023-09-28,paid_social,70,15,0.8,12,6,300,168,0.5630712089955572,2520
2023-09,2023-09-28,paid_social,70,15,0.8,12,7,300,156,0.5221863456226461,2340
2023-09,2023-09-28,paid_social,70,15,0.8,12,8,300,145,0.48530332032355306,2175
2023-09,2023-09-28,paid_social,70,15,0.8,12,9,300,135,0.451844185562732,2025
2023-09,2023-09-28,paid_social,70,15,0.8,12,10,300,126,0.42135436618470773,1890
2023-09,2023-09-28,paid_social,70,15,0.8,12,11,300,118,0.3934668878620844,1770
2023-09,2023-09-28,paid_social,70,15,0.8,12,12,300,110,0.36787944117144233,1650
